track_name,artist_name,artist_count,date_released,streams,bpm,key,danceability,valence,energy,acousticness,spotify_url
Reminder,The Weeknd,1,25/11/2016,684675814,160,G#,71,40,50,16,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI?si=b25f441e772d499f
Shake It Off,Taylor Swift,1,01/01/2014,1113838873,160,G,65,95,80,5,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD?si=f0bfb1750d9c4d7d
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,01/01/2013,1267333350,92,D,70,81,63,4,https://open.spotify.com/track/086myS9r57YsLbJpU0TgK9?si=e6113a973e17476a
Shape of You,Ed Sheeran,1,06/01/2017,3562543890,96,C#,83,93,65,58,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3?si=cb42a24b11504e05
Night Changes,One Direction,1,17/11/2014,1131090940,120,G#,67,40,52,86,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ?si=56892fed74a649f5
Creep,Radiohead,1,21/09/1992,1271293243,92,G,53,12,34,1,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r?si=c77ef04b08914045
Car's Outside,James Arthur,1,18/10/2019,265882712,150+N178,A,34,24,56,4,https://open.spotify.com/track/0otRX6Z89qKkHkQ9OqJpKt?si=0e4850966ddd43bb
Apocalypse,Cigarettes After Sex,1,21/03/2017,841749534,94,F,37,17,47,2,https://open.spotify.com/track/1WTlony1MLK4u5OaG8uTLg?si=72f1df18cf5846b0
Cheques,Shubh,1,19/05/2023,47956378,90,E,74,36,63,26,https://open.spotify.com/track/4eBvRhTJ2AcxCsbfTUjoRp?si=333da8404ace4547
Pink + White,Frank Ocean,1,20/08/2016,806397070,160,A,54,54,55,67,https://open.spotify.com/track/3xKsf9qdS1CyvXSMEid6g8?si=f06b4ae955f547b8
Just The Way You Are,Bruno Mars,1,01/01/2010,1641426668,109,F,63,46,85,1,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ?si=55ef276fecda493d
Take Me To Church,Hozier,1,13/09/2013,2135158446,129,E,57,41,66,63,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI?si=5e66d50f824c4306
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,16/12/2022,367316268,157,G,54,75,60,30,https://open.spotify.com/track/0mzsLrUNazBaRfYZfjmpSV?si=467930d19c534426
Titi Me Pregunto,Bad Bunny,1,06/05/2022,1264310836,107,F,65,19,72,10,https://open.spotify.com/track/1IHWl5LamUGEuP4ozKQSXZ?si=4cdf92b2cdad47e9
Better Than Revenge (Taylor's Version),Taylor Swift,1,07/07/2023,30343206,146,B,50,67,89,0,https://open.spotify.com/track/0NwGC0v03ysCYINtg6ns58?si=e23c4d643fef43f8
Shut up My Moms Calling,Hotel Ugly,1,10/02/2020,405136812,139,A,48,37,41,32,https://open.spotify.com/track/3hxIUxnT27p5WcmjGUXNwx?si=85f84eecb1f34541
Es un Secreto,Plan B,1,20/07/2010,540654286,95,F#,84,52,77,12,https://open.spotify.com/track/3KZCP2StVGdWkOKyRZNWA4?si=d51b6f5e68bc420d
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,08/06/2023,57312735,170,G#,62,55,80,15,https://open.spotify.com/track/0EhuGnOS6fTc5l5UNtDEH2?si=7ab1fb20d5e04afe
Ditto,NewJeans,1,19/12/2022,397582059,134,F#,81,18,64,3,https://open.spotify.com/track/3r8RuvgbX9s7ammBn07D3W?si=ffc8b2d0f29d4866
Take On Me,a-ha,1,19/10/1984,1479115056,84,F#,57,86,90,2,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L?si=b1e3e729f501439a
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,02/06/2023,86773632,146,B,61,20,48,21,https://open.spotify.com/track/39MK3d3fonIP8Mz9oHCTBB?si=a68aa66c834d484d
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,01/05/2023,133753727,74,A#,53,24,67,11,https://open.spotify.com/track/4g1Ant3Me43Cm5Lx91bV8e?si=c9a22997892b4150
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,24/11/2022,463564958,136,B,77,79,73,15,https://open.spotify.com/track/7fcQLY4j4QYQKzjh7UVFx3?si=090e85141c8a4e50
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,15/05/2023,64533040,100,E,56,53,55,53,https://open.spotify.com/track/7Ky9U9iHjGBiRax3joCRDS?si=756fef7c64b44382
S-Class,Stray Kids,1,02/06/2023,65496046,105,F,89,67,78,9,https://open.spotify.com/track/3gTQwwDNJ42CCLo3Sf4JDd?si=c897233c31f94f1f
Hits Different,Taylor Swift,1,26/05/2023,68616963,106,F,67,24,78,15,https://open.spotify.com/track/3xYJScVfxByb61dYHTwiby?si=b9da004b01984388
Chanel,"Becky G, Peso Pluma",2,30/03/2023,161460990,132,D,85,53,68,40,https://open.spotify.com/track/6Nle9hKrkL1wQpwNfEkxjh?si=3aa1a5efe3c2445a
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,02/06/2023,70106975,120,A,78,5,30,21,https://open.spotify.com/track/0AAMnNeIc6CdnfNU85GwCH?si=dc315e85278d4e9a
Area Codes,"Kaliii, Kaliii",2,17/03/2023,113509496,155,C#,82,51,39,2,https://open.spotify.com/track/7sliFe6W30tPBPh6dvZsIH?si=2b10a7adeded42ba
Abcdario,"Junior H, Eden Mu��",2,13/05/2023,89933133,129,G#,70,42,43,78,https://open.spotify.com/track/0qCPD6ilr9nXkI4KVZgcns?si=940f327e27ad4188
Obsessed,"Abhijay Sharma, Riar Saab",2,29/09/2022,71007139,135,F,80,85,74,62,https://open.spotify.com/track/6w4feZy6RHcADoRtRVWU69?si=8444eccdddb94bef
FLOWER,JISOO,1,31/03/2023,232896922,124,A,84,64,39,3,https://open.spotify.com/track/0bC7GKnxh9W9JIvJ6HVWxc?si=b061e2baa76d4004
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,02/06/2023,37126685,135,A,77,28,55,18,https://open.spotify.com/track/0B6g379TMw0nYGXA7y5xHz?si=e4e7940d94bc4724
Eyes Closed,Ed Sheeran,1,23/03/2023,195576623,107,D,78,39,53,30,https://open.spotify.com/track/3p7XQpdt8Dr6oMXSvRZ9bg?si=7bd4b066c03d49c9
Escapism.,"RAYE, 070 Shake",2,12/10/2022,532336353,96,D,54,25,74,14,https://open.spotify.com/track/2VOZniNxFIDl8ydLltrMNb?si=95b140afa1ab4a15
La Jumpa,"Arcangel, Bad Bunny",2,30/11/2022,538115192,123,G#,71,58,70,30,https://open.spotify.com/track/5MxFWjuqQIsbNWbMdMdbli?si=afad9c719f73450a
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,26/05/2023,46142772,90,G#,62,7,62,6,https://open.spotify.com/track/4i6cwNY6oIUU2XZxPIw82Y?si=1344469d40d34251
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,02/12/2022,401036314,117,F,72,45,59,14,https://open.spotify.com/track/0vjeOZ3Ft5jvAi9SBFJm1j?si=cf5c981b2f734322
Las Morras,"BLESSD, Peso Pluma",2,04/04/2023,127026613,133,A,78,90,84,31,https://open.spotify.com/track/7Lkxvfl2rkNYWS4kBDCQtN?si=1cc6d87cfeee4e96
CHORRITO PA LAS ANIMAS,Feid,1,02/12/2022,345031710,96,G#,74,61,83,11,https://open.spotify.com/track/0CYTGMBYkwUxrj1MWDLrC5?si=5b765a5d7a7c41ee
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,01/12/2022,288101651,149,G#,66,85,60,40,https://open.spotify.com/track/1ySH55O0zbQBR77q8wQEyn?si=d05e8cdf0fef45b5
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,26/05/2023,60350538,110,F#,66,32,40,81,https://open.spotify.com/track/4zmKGsrXjLmljb5fTaBTot?si=bd7e3daff3a14a97
Players,Coi Leray,1,30/11/2022,335074782,105,F#,95,62,52,3,https://open.spotify.com/track/6UN73IYd0hZxLi8wFPMQij?si=a20d4157dd9a41f9
Bite Me,ENHYPEN,1,22/05/2023,76767396,105,C#,80,69,78,28,https://open.spotify.com/track/4gl5Hodw7XK2Ar4YilxTZQ?si=3ac29fdf5c7849bd
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,26/05/2023,46065667,134,B,76,61,58,6,https://open.spotify.com/track/1fXnu2HzxbDtoyvFPWG3Bw?si=e8e4842f72d3437f
Normal,Feid,1,08/07/2022,459276435,170,E,71,59,56,4,https://open.spotify.com/track/2z9YkcLojiOE7Eu2p9lPZR?si=86f0820bd0b840c8
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,02/06/2023,39666245,81,F#,59,26,60,46,https://open.spotify.com/track/6HexNTb392JS071DoTGo0y?si=38da68ddccf04d6d
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,01/03/2023,138517666,154,F#,63,75,92,31,https://open.spotify.com/track/5Sj0nbKFCB5GhcR1fL1lRp?si=0186d683dda74b20
Bad Habit,Steve Lacy,1,29/06/2022,822633917,169,C#,69,69,51,63,https://open.spotify.com/track/4k6Uh1HXdhtusDW5y8Gbvy?si=c43d77f9466c463e
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,05/06/2023,51985779,84,A,43,14,74,1,https://open.spotify.com/track/3l6LBCOL9nPsSY29TUY2VE?si=02e936a7ff8f44c2
69,"Nicky Jam, Feid",2,18/05/2023,57945987,93,G#,79,58,62,11,https://open.spotify.com/track/722s6HA9byq7s6eEybrl6i?si=3c41a674a147473e
Search & Rescue,Drake,1,07/04/2023,175097833,142,A#,82,54,44,6,https://open.spotify.com/track/7aRCf5cLOFN1U7kvtChY1G?si=1c559c3257074496
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyonc�",2,19/05/2023,57089066,126,C#,78,20,70,1,https://open.spotify.com/track/6l8mgVN9Xf1hiDIFGA6CTE?si=d32d1d46dabb469e
Lavender Haze,Taylor Swift,1,21/10/2022,488386797,97,A#,73,10,44,26,https://open.spotify.com/track/5jQI2r1RdgtuT8S3iG8zFC?si=3fb4eb98d1164637
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,02/06/2023,32761689,101,F,92,59,51,41,https://open.spotify.com/track/0y8Pu7x5jXgUjOIJvQIF5L?si=41dd0146d7c44e46
Efecto,Bad Bunny,1,06/05/2022,1047480053,98,G,80,23,48,14,https://open.spotify.com/track/5Eax0qFko2dh7Rl2lYs3bx?si=df1a0a0d94bb45c6
Erro Gostoso - Ao Vivo,Simone Mendes,1,27/01/2023,153454328,154,F#,59,63,89,18,https://open.spotify.com/track/51pxwIxDVCbFHW8oyJFQXD?si=49308267e7cf4e30
Cupido,Tini,1,14/02/2023,217672943,120,A,91,63,58,52,https://open.spotify.com/track/2xVcCDRgG3TrH69TatsUxp?si=c59925d5a7aa4f26
Just Wanna Rock,Lil Uzi Vert,1,17/10/2022,457184829,150,B,49,4,55,7,https://open.spotify.com/track/4FyesJzVpA39hbYvcseO2d?si=55b0f2d01920400c
Unstoppable,Sia,1,21/01/2016,939844851,174,A,47,27,78,11,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa?si=15c65ff9796843b4
Until I Found You,Stephen Sanchez,1,01/09/2021,726434358,202,A#,34,25,51,69,https://open.spotify.com/track/1Y3LN4zO1Edc2EluIoSPJN?si=586ab621c0064b18
Rich Flex,"Drake, 21 Savage",2,04/11/2022,573633020,153,B,56,42,52,5,https://open.spotify.com/track/1bDbXMyjaUIooNwFE9wn0N?si=c8cbe86bb2e04010
Easy On Me,Adele,1,14/10/2021,1406111294,142,F,60,13,37,58,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX?si=32cb959cd6a34d65
Danger (Spider) (Offset & JID),"Offset, JID",2,02/06/2023,24975653,143,B,83,25,69,4,https://open.spotify.com/track/3X6qK1LdMkSOhklwRa2ZfG?si=e63083dbf8294158
The Real Slim Shady,Eminem,1,01/01/2000,1424589568,104,F,95,78,66,3,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR?si=c94560d68342493e
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,16/12/2022,231332117,93,F#,84,96,79,43,https://open.spotify.com/track/1DxEbt6OSbrkRthk6pjZue?si=a3783ac954ae4707
The Color Violet,Tory Lanez,1,10/12/2021,415932686,105,F#,65,46,53,16,https://open.spotify.com/track/6BcluiPypVz8K7UFkueig8?si=353ba87baaf945aa
Glimpse of Us,Joji,1,10/06/2022,988515741,170,G#,44,27,32,89,https://open.spotify.com/track/6xGruZOHLs39ZbVccQTuPZ?si=26f591bcf14e424d
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,04/05/2023,50847624,178,C#,62,56,66,18,https://open.spotify.com/track/1VsHc0qIeyjYOyvN5HIEQG?si=09dcd378a5484060
Curtains,Ed Sheeran,1,05/05/2023,39893489,176,F#,50,44,76,10,https://open.spotify.com/track/6ZZf5a8oiInHDkBe9zXfLP?si=dda13819501e45bf
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,01/05/2023,92035115,104,E,80,38,88,11,https://open.spotify.com/track/51vRumtqbkNW9wrKfESwfu?si=e78f8ae22e2047cc
Haegeum,Agust D,1,21/04/2023,118810253,85,G,70,83,84,31,https://open.spotify.com/track/4bjN59DRXFRxBE1g5ne6B1?si=d0ebadb78f4f43b8
Never Felt So Alone,Labrinth,1,07/04/2023,117747907,98,F,44,36,41,50,https://open.spotify.com/track/2NbsBSshscKIPRG3kwBbfo?si=139ff1a9c9914d3c
X SI VOLVEMOS,"Karol G, Romeo Santos",2,02/02/2023,266624541,178,C#,79,58,78,34,https://open.spotify.com/track/4NoOME4Dhf4xgxbHDT7VGe?si=ce0ad23d010e4f8f
ceilings,Lizzy McAlpine,1,08/04/2022,293186992,148,A,51,27,33,48,https://open.spotify.com/track/2L9N0zZnd37dwF0clgxMGI?si=32d49d06fea548ca
Cupid,Fifty Fifty,1,24/02/2023,139681964,120,D,77,94,66,65,https://open.spotify.com/track/3VqSRkq3jRpsSEBngUcY6a?si=3d160017250a4778
I AM,IVE,1,10/04/2023,123132751,122,E,68,38,88,1,https://open.spotify.com/track/70t7Q6AYG6ZgTYmJWcnkUM?si=db7380d3d14345b7
Cupid  Twin Ver. (FIFTY FIFTY),sped up 8282,1,01/01/1997,103762518,144,F,74,75,73,42,https://open.spotify.com/track/2ULO5bTRJtjuylJiHyRuSh?si=cdc8e613f9bb40b2
Shorty Party,"Cartel De Santa, La Kelly",2,04/03/2023,162887075,96,D,93,47,47,33,https://open.spotify.com/track/55ZATsjPlTeSTNJOuW90pW?si=e5f9c16307504d6b
Super,SEVENTEEN,1,24/04/2023,91221625,137,G#,77,35,88,16,https://open.spotify.com/track/3AOf6YEpxQ894FmrwI9k96?si=6a718add9ab04f16
Slut Me Out,NLE Choppa,1,22/04/2022,190490915,121,F#,94,71,61,12,https://open.spotify.com/track/22yRHdYBLZMi7xnvBioqkP?si=a8eb4c685bda4160
Double Fantasy (with Future),"The Weeknd, Future",2,21/04/2023,96180277,119,A,60,10,57,1,https://open.spotify.com/track/4VMRsbfZzd3SfQtaJ1Wpwi?si=842ec42329ff4de8
All Of The Girls You Loved Before,Taylor Swift,1,23/08/2019,185240616,96,D,72,40,47,71,https://open.spotify.com/track/4P9Q0GojKVXpRTJCaL3kyy?si=9ad8dcc72b9a45ff
PROVENZA,Karol G,1,21/04/2022,885093467,111,C#,87,53,52,66,https://open.spotify.com/track/3HqcNJdZ2seoGxhn0wVNDK?si=5266235f14804dbd
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,14/04/2023,104992946,148,A,90,74,68,14,https://open.spotify.com/track/0ZxhtATQ0a6EvQNZ0z6NKV?si=d94b4bcea8264f1e
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,03/02/2023,147290338,182,A,57,80,59,8,https://open.spotify.com/track/0kzN7YAMSbmlHOvxlbQW9y?si=5f70b9d3c73b4dcc
Shivers,Ed Sheeran,1,09/09/2021,1302184087,141,D,79,82,86,28,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5?si=d3377508a5934e09
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,25/04/2023,76910644,110,B,76,26,70,1,https://open.spotify.com/track/0oJRiblEiQgTg2hRfnacIt?si=bc14a20ec1c24955
Komang,Raim Laode,1,16/08/2022,137123880,134,G,70,35,41,41,https://open.spotify.com/track/654ZF6YNWjQS2NhwR3QnX7?si=9ae459419ed64c3c
Made You Look,Meghan Trainor,1,21/10/2022,502574952,145,A#,84,88,53,35,https://open.spotify.com/track/0QHEIqNKsMoOY5urbzN48u?si=3e60421c0c2e49df
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,05/02/2023,207033255,130,B,69,36,90,1,https://open.spotify.com/track/0FA4wrjDJvJTTU8AepZTup?si=018faa17bda74778
Punto G,Quevedo,1,04/11/2022,381161027,92,B,75,55,76,25,https://open.spotify.com/track/5Lb1pjnll07UQKxNpnnGBy?si=b0a3f05de1b44a5e
Lovers Rock,TV Girl,1,05/06/2014,466231982,105,F,56,57,87,0,https://open.spotify.com/track/6dBUzqjtbnIa1TwYbyw5CM?si=22d87a5158534723
METAMORPHOSIS,INTERWORLD,1,25/11/2021,357580552,175,G,59,15,64,43,https://open.spotify.com/track/2ksyzVfU0WJoBpu8otr4pz?si=fa00a859272e4e42
Mami Chula,"Quevedo, Jhayco",2,27/04/2023,61105704,120,G,80,33,70,22,https://open.spotify.com/track/2eyM3P1DmOLguEE904BMkR?si=876ada4c08964125
En Paris,"El Chachito, Junior H",2,24/12/2022,198275403,139,D#,70,77,48,37,https://open.spotify.com/track/1Fuc3pBiPFxAeSJoO8tDh5?si=b3443c0b88a84908
I Was Never There,"The Weeknd, Gesaffelstein",2,29/03/2018,705469769,114,A#,32,17,74,14,https://open.spotify.com/track/1cKHdTo9u0ZymJdPGSh6nq?si=e82af5c801144101
Don't ever say love me (feat. RM of BTS),"RM, Colde",2,04/05/2023,34502215,145,B,54,19,48,36,https://open.spotify.com/track/34o6gteNy2T5rieA0xYAgo?si=604796e2aa5d4da0
Gato de Noche,"Nengo Flow, Bad Bunny",2,22/12/2022,304118600,94,G#,89,61,66,17,https://open.spotify.com/track/54ELExv56KCAB4UP9cOCzC?si=d7f645b099aa480c
Call Out My Name,The Weeknd,1,29/03/2018,1449799467,134,C#,45,17,60,21,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN?si=b603a6ff2a1c4a41
Like Crazy (English Version),Jimin,1,24/03/2023,173627354,120,G,62,32,76,0,https://open.spotify.com/track/0u8rZGtXJrLtiSe34FPjGG?si=f5f60903394941d8
Rosa Pastel,"Jasiel Nu��ez, Peso P",2,02/02/2023,90025258,123,G,70,86,68,24,https://open.spotify.com/track/5PazwHXOIXEu80tYjx8bQF?si=67ababb2b0a54717
Sunroof,"Nicky Youre, Dazy",2,03/12/2021,652704649,131,A#,77,84,71,35,https://open.spotify.com/track/6WHSNH8PhDHbpYxg4I181o?si=f011893970df443e
Lose Yourself - Soundtrack Version,Eminem,1,01/01/2002,1829992958,171,D,70,6,73,1,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ?si=91b6927dacfd4ca7
Superman,"Eminem, Dina Rae",2,26/05/2002,655466831,130,E,80,64,76,2,https://open.spotify.com/track/4woTEX1wYOTGDqNXuavlRC?si=0d1608309b964b1c
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,02/03/2023,146409671,94,B,82,53,67,34,https://open.spotify.com/track/3XjvMZqm2AQ8thMCD6w9w2?si=5e44473ac37f401a
People Pt.2 (feat. IU),"IU, Agust D",2,07/04/2023,95816024,89,G,73,44,57,39,https://open.spotify.com/track/4EaQ0ouIydfeAgQUz284EF?si=9b2657cb7409485c
REMIX EXCLUSIVO,Feid,1,17/03/2023,117206995,87,F,65,71,56,4,https://open.spotify.com/track/3eqCJfgJJs8iKx49KO12s3?si=dda2b341632c4b80
DOGTOOTH,"Tyler, The Creator",2,27/03/2023,80758350,78,G#,71,80,65,51,https://open.spotify.com/track/6OfOzTitafSnsaunQLuNFw?si=9fbafd928a464483
SORRY NOT SORRY,"Tyler, The Creator",2,31/03/2023,58473276,96,F#,48,50,80,40,https://open.spotify.com/track/0yvPEnB032fojLfVluFjUv?si=43a4eacf8fa34bb3
HAPPY,NF,1,25/03/2023,52722996,106,G,73,22,86,31,https://open.spotify.com/track/3ZEno9fORwMA1HPecdLi0R?si=86c8e479009442db
La Bebe,Yng Lvcas,1,24/12/2021,191945597,170,D,78,75,46,62,https://open.spotify.com/track/2UW7JaomAMuX9pZrjVpHAU?si=5ee0baf03b5f47de
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,24/03/2023,77377503,134,B,67,11,76,8,https://open.spotify.com/track/3vcLw8QA3yCOkrj9oLSZNs?si=b4b9c127bbc044c8
Late Night Talking,Harry Styles,1,20/05/2022,743693613,115,A#,71,90,73,30,https://open.spotify.com/track/1qEmFfgcLObUfQm0j1W2CK?si=a0339ee2d84e4f9a
Something in the Orange,Zach Bryan,1,22/04/2022,449701773,110,G,59,22,38,42,https://open.spotify.com/track/3WMj8moIAXJhHsyLaqIIHI?si=8e58b8edcc234299
VOID,Melanie Martinez,1,29/03/2023,67070410,100,A,72,42,66,18,https://open.spotify.com/track/0ujPplwuZcH5skG5R2E9Hz?si=069bca6a8e9249fb
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,14/03/2023,116334601,142,G,70,76,79,26,https://open.spotify.com/track/2VhYFNgH2oNn4N92YGwLnu?si=bce4423e43ac4907
If We Ever Broke Up,Mae Stephens,1,10/02/2023,165584767,116,G,90,96,73,62,https://open.spotify.com/track/6maTPqynTmrkWIralgGaoP?si=1cc83f64d4f74e68
You Proof,Morgan Wallen,1,13/05/2022,367814306,120,A,73,64,85,25,https://open.spotify.com/track/5W4kiM2cUYBJXKRudNyxjW?si=d4bc69b62aa9494d
LA INOCENTE,"Feid, Mora",2,01/04/2022,477033549,92,F,76,46,79,31,https://open.spotify.com/track/5jt25aFjW2kNoBqaEVaz5W?si=59f59cccd2ee404d
Malas Decisiones,Kenia OS,1,26/10/2022,156214700,110,G#,81,64,79,5,https://open.spotify.com/track/6Xj014IHwbLVjiVT6H89on?si=c99b4431843c4321
Murder In My Mind,Kordhell,1,21/01/2022,448843705,120,A#,71,57,97,1,https://open.spotify.com/track/6qyS9qBy0mEk3qYaH8mPss?si=e9f4b2e3c190454e
Gangsta's Paradise,"Coolio, L.V.",2,11/07/1995,1357608774,80,G#,63,40,61,9,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p?si=e69b71885453476d
CAIRO,"Karol G, Ovy On The Drums",2,13/11/2022,294352144,115,F,95,43,69,47,https://open.spotify.com/track/16dUQ4quIHDe4ZZ0wF1EMN?si=2e11a703cdba49b3
I Love You So,The Walters,1,28/11/2014,972164968,76,A#,58,46,67,65,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc?si=a4db84a8f3254b3e
Dark Red,Steve Lacy,1,20/02/2017,920045682,172,F#,60,77,78,45,https://open.spotify.com/track/3EaJDYHA0KnX88JvDhL9oa?si=0d8efb8885f54565
Say You Won't Let Go,James Arthur,1,09/09/2016,2420461338,99,A#,40,45,56,69,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh?si=87889a099f4f436c
Heart To Heart,Mac DeMarco,1,10/05/2019,244658767,150,G#,90,64,14,67,https://open.spotify.com/track/7EAMXbLcL0qXmciM5SwMh2?si=0754a60c404d45d5
Peaches (from The Super Mario Bros. Movie),Jack Black,1,07/04/2023,68216992,92,A#,71,41,31,79,https://open.spotify.com/track/4w9soAM7IrmYDhSXLp14p6?si=e809579cc4964790
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,15/12/2022,223582566,95,C#,77,72,87,17,https://open.spotify.com/track/0NO2zL0kw8sGGnaMvHKAZF?si=344a97a55f2f4e78
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,25/07/2022,471819764,102,B,83,58,83,21,https://open.spotify.com/track/79HZAZNnOE97rb2hnI0XQr?si=1645bb59b5bc4de6
Numb,Linkin Park,1,24/03/2003,1361425037,110,A,50,24,86,0,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h?si=bd9b24b416674f41
on the street (with J. Cole),"j-hope, J. Cole",2,03/03/2023,116599790,94,B,68,81,82,53,https://open.spotify.com/track/5wxYxygyHpbgv0EXZuqb9V?si=99dfa7f5fc064045
One Thing At A Time,Morgan Wallen,1,02/12/2022,148469433,142,G,61,92,91,0,https://open.spotify.com/track/6KGtAlYvgm4W9PoYabFAYE?si=4afc98132b0f44d8
Miss You,"Robin Schulz, Oliver Tree",2,05/08/2022,497225336,145,F#,59,20,74,1,https://open.spotify.com/track/1ypwNj8eK2qAMDEs4EiIIX?si=365ea4f3ee0545c0
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,23/02/2023,105062254,137,C#,84,44,67,8,https://open.spotify.com/track/52NGJPcLUzQq5w7uv4e5gf?si=3b9263b1c5044083
Everything I Love,Morgan Wallen,1,31/01/2023,95623148,104,G#,56,72,85,0,https://open.spotify.com/track/0cv6mTbrqr8vxGC31NjKtM?si=f51831adb8904e2b
Heaven,Niall Horan,1,17/02/2023,144584800,92,F,57,68,76,7,https://open.spotify.com/track/1T575AhHueYinKSDflEsGK?si=71383fdc38574119
LET GO,Central Cee,1,15/12/2022,298063749,146,D,74,51,45,86,https://open.spotify.com/track/3zkyus0njMCL6phZmNNEeN?si=5be1535b316c4a44
Sial,Mahalini,1,23/01/2023,166570053,120,D,56,20,43,89,https://open.spotify.com/track/6O0WEM0QNEhqpU50BKui7o?si=8070fdbfbc7c4a31
I Wrote The Book,Morgan Wallen,1,31/01/2023,83021468,144,D,68,83,81,9,https://open.spotify.com/track/6NXlrPg8FBTXQqcNpifiCP?si=ce901590a44140b8
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,05/11/2022,139836056,94,A,59,44,56,80,https://open.spotify.com/track/5bQ6oDLqvw8tywmnSmwEyL?si=4f746fc897f54115
SPIT IN MY FACE!,ThxSoMch,1,31/10/2022,303216294,94,G#,73,65,79,5,https://open.spotify.com/track/1N8TTK1Uoy7UvQNUazfUt5?si=26f07dc454ef449b
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,03/03/2023,58890931,148,E,50,49,76,12,https://open.spotify.com/track/73zawW1ttszLRgT9By826D?si=66938693065742c0
Red Ruby Da Sleeze,Nicki Minaj,1,03/03/2023,81419389,98,C#,70,29,73,12,https://open.spotify.com/track/3fhvnn5xALwA2htzljsU1v?si=f87340a31b53497a
